Date,Open,High,Low,Close,AdjustedClose,Volume
2018-09-20,110.12,111.14,109.575,110.015,106.293,212870400
2018-09-21,110.39,110.68,108.645,108.83,105.148,769973600
2018-09-24,108.41,110.63,108.315,110.395,106.66,221547200
2018-09-25,109.875,111.41,109.85,111.095,107.337,196435200
2018-09-26,110.5,111.875,109.88,110.21,106.482,191877600
2018-09-27,111.91,113.22,111.77,112.475,108.67,241449600
2018-09-28,112.395,112.92,112.01,112.87,109.052,183435200
2018-10-01,113.975,114.71,113.175,113.63,109.786,188806400
2018-10-02,113.625,115.0,113.315,114.64,110.762,198305600
2018-10-03,115.025,116.735,114.89,116.035,112.11,229238400
2018-10-04,115.39,116.175,113.365,113.995,110.139,256336000
2018-10-05,113.98,114.205,110.29,112.145,108.351,268644000
2018-10-08,111.105,112.4,110.1,111.885,108.1,237311200
2018-10-09,111.82,113.635,111.125,113.435,109.598,215128000
2018-10-10,112.73,113.175,108.025,108.18,104.52,335924800
2018-10-11,107.26,109.75,106.16,107.225,103.598,424995200
2018-10-12,110.21,111.44,108.42,111.055,107.298,322703200
2018-10-15,110.58,110.915,108.635,108.68,105.003,246328000
2018-10-16,109.465,111.495,108.38,111.075,107.317,233472000
2018-10-17,111.15,111.32,109.67,110.595,106.854,183083200
2018-10-18,108.93,109.87,106.5,108.01,104.356,260650400
2018-10-19,109.03,110.63,108.715,109.655,105.945,264629600
2018-10-22,109.895,111.68,109.47,110.325,106.593,230336800
2018-10-23,107.915,111.625,107.35,111.365,107.598,310142400
2018-10-24,111.3,112.115,107.27,107.545,103.907,327404000
2018-10-25,108.855,110.69,108.375,109.9,106.182,238846400
2018-10-26,107.95,110.095,106.335,108.15,104.491,378067200
2018-10-29,109.595,109.845,103.045,106.12,102.53,367484000
2018-10-30,105.575,107.59,104.635,106.65,103.042,293280000
2018-10-31,108.44,110.225,108.31,109.43,105.728,306871200
2018-11-01,109.525,111.18,108.405,111.11,107.351,466585600
2018-11-02,104.775,106.825,102.715,103.74,100.231,730629600
2018-11-05,102.15,102.195,99.085,100.795,97.385,529309600
2018-11-06,100.96,102.36,100.845,101.885,98.438,255063200
2018-11-07,102.985,105.03,102.065,104.975,101.424,267395200
2018-11-08,104.99,105.06,103.375,104.245,101.07,202900800
2018-11-09,102.775,103.005,101.125,102.235,99.121,274926400
2018-11-12,99.5,99.925,96.895,97.085,94.128,409084000
2018-11-13,95.815,98.59,95.725,96.115,93.188,375063200
2018-11-14,96.95,97.24,92.965,93.4,90.555,486408000
2018-11-15,94.195,95.985,93.45,95.705,92.79,371830400
2018-11-16,95.25,97.485,94.73,96.765,93.818,295426400
2018-11-19,95.0,95.35,92.495,92.93,90.1,335402400
2018-11-20,89.185,90.735,87.755,88.49,85.795,542601600
2018-11-21,89.865,90.135,88.275,88.39,85.698,248993600
2018-11-23,87.47,88.3,86.05,86.145,83.521,188992000
2018-11-26,87.12,87.475,85.13,87.31,84.651,359988000
2018-11-27,85.755,87.385,85.44,87.12,84.467,331099200
2018-11-28,88.365,90.645,87.465,90.47,87.714,368500000
2018-11-29,91.33,91.4,88.85,89.775,87.041,334160000
2018-11-30,90.145,90.165,88.515,89.29,86.57,316252000
2018-12-03,92.23,92.47,90.605,92.41,89.595,326420000
2018-12-04,90.475,91.195,88.135,88.345,85.654,330754400
2018-12-06,85.88,87.39,85.21,87.36,84.699,344787200
2018-12-07,86.745,87.245,84.15,84.245,81.679,338252800
2018-12-10,82.5,85.045,81.665,84.8,82.217,496208000
2018-12-11,85.83,85.895,83.5,84.315,81.747,378253600
2018-12-12,85.2,85.96,84.51,84.55,81.975,285021600
2018-12-13,85.245,86.285,84.775,85.475,82.872,255188800
2018-12-14,84.5,84.54,82.64,82.74,80.22,325629600
2018-12-17,82.725,84.175,81.365,81.97,79.473,354303200
2018-12-18,82.69,83.765,82.195,83.035,80.506,270732000
2018-12-19,83.0,83.725,79.545,80.445,77.995,392378400
2018-12-20,80.2,81.055,77.65,78.415,76.027,518184000
2018-12-21,78.43,79.08,74.815,75.365,73.07,765956800
2018-12-24,74.075,75.775,73.295,73.415,71.179,297353600
2018-12-26,74.15,78.615,73.36,78.585,76.191,468660000
2018-12-27,77.92,78.385,75.035,78.075,75.697,424936800
2018-12-28,78.75,79.26,77.275,78.115,75.736,338331200
2018-12-31,79.265,79.68,78.24,78.87,76.468,280028000
2019-01-02,77.445,79.425,77.115,78.96,76.555,296317600
2019-01-03,71.99,72.86,71.0,71.095,68.93,730497600
2019-01-04,72.265,74.275,71.9,74.13,71.872,468856800
2019-01-07,74.35,74.415,72.95,73.965,71.712,438222400
2019-01-08,74.78,75.91,74.26,75.375,73.079,328202400
2019-01-09,75.645,77.265,74.815,76.655,74.32,360792800
2019-01-10,76.25,76.985,75.43,76.9,74.558,286245600
2019-01-11,76.44,76.85,75.755,76.145,73.826,216185600
2019-01-14,75.425,75.635,74.61,75.0,72.716,259513600
2019-01-15,75.135,76.695,75.025,76.535,74.204,229687200
2019-01-16,76.54,77.94,76.5,77.47,75.11,244557600
2019-01-17,77.1,78.83,76.63,77.93,75.556,238569600
2019-01-18,78.75,78.94,77.99,78.41,76.022,270008000
2019-01-22,78.205,78.365,76.31,76.65,74.315,243152000
2019-01-23,77.075,77.57,75.85,76.96,74.616,185044800
2019-01-24,77.055,77.24,75.87,76.35,74.025,203532000
2019-01-25,77.74,79.065,77.16,78.88,76.477,268284000
2019-01-28,77.895,78.165,76.83,78.15,75.77,209536800
2019-01-29,78.125,79.065,77.055,77.34,74.984,332697600
2019-01-30,81.625,83.075,80.115,82.625,80.108,488878400
2019-01-31,83.055,84.5,82.28,83.22,80.685,325916800
2019-02-01,83.48,84.49,82.965,83.26,80.724,261344800
2019-02-04,83.705,85.83,83.64,85.625,83.017,251964000
2019-02-05,86.43,87.54,86.175,87.09,84.437,288812800
2019-02-06,87.325,87.785,86.425,87.12,84.467,225916800
2019-02-07,86.2,86.97,85.17,85.47,82.867,253933600
2019-02-08,84.495,85.33,84.21,85.205,82.964,190560000
2019-02-11,85.525,85.605,84.625,84.715,82.487,167947200
2019-02-12,85.05,85.5,84.85,85.445,83.198,178268000
2019-02-13,85.695,86.24,84.96,85.09,82.852,179921600
2019-02-14,84.855,85.63,84.69,85.4,83.154,174685600
2019-02-15,85.625,85.85,84.875,85.21,82.969,197014400
2019-02-19,84.855,85.72,84.745,85.465,83.217,151782400
2019-02-20,85.595,86.66,85.495,86.015,83.753,208915200
2019-02-21,85.9,86.185,85.15,85.53,83.281,137997600
2019-02-22,85.79,86.5,85.69,86.485,84.21,151305600
2019-02-25,87.08,87.935,86.975,87.115,84.824,174987200
2019-02-26,86.855,87.65,86.585,87.165,84.873,136561600
2019-02-27,86.605,87.5,86.365,87.435,85.135,222683200
2019-02-28,87.16,87.455,86.46,86.575,84.298,225723200
2019-03-01,87.14,87.575,86.445,87.485,85.184,207089600
2019-03-04,87.845,88.875,86.985,87.925,85.613,219489600
2019-03-05,87.97,88.0,87.27,87.765,85.457,157899200
2019-03-06,87.335,87.745,86.97,87.26,84.965,166483200
2019-03-07,86.935,87.22,86.01,86.25,83.982,198371200
2019-03-08,85.16,86.535,84.75,86.455,84.181,191995200
2019-03-11,87.745,89.56,87.675,89.45,87.098,256088000
2019-03-12,90.0,91.335,89.685,90.455,88.076,259740800
2019-03-13,91.125,91.65,90.46,90.855,88.466,248260000
2019-03-14,91.95,92.05,91.28,91.865,89.449,188636000
2019-03-15,92.425,93.665,91.87,93.06,90.613,312343200
2019-03-18,92.9,94.195,92.895,94.01,91.538,209758400
2019-03-19,94.175,94.495,92.96,93.265,90.812,253171200
2019-03-20,93.115,94.745,92.365,94.08,91.606,248281600
2019-03-21,95.01,98.165,94.905,97.545,94.98,408273600
2019-03-22,97.67,98.845,95.39,95.525,93.013,339261600
2019-03-25,95.755,95.99,93.3,94.37,91.888,350762400
2019-03-26,95.83,96.44,92.29,93.395,90.939,398404000
2019-03-27,94.375,94.88,93.275,94.235,91.757,238787200
2019-03-28,94.475,94.78,93.765,94.36,91.878,166243200
2019-03-29,94.915,95.04,94.27,94.975,92.477,188512000
2019-04-01,95.82,95.84,94.19,95.62,93.105,222896000
2019-04-02,95.545,97.23,95.525,97.01,94.459,182125600
2019-04-03,96.625,98.25,96.575,97.675,95.106,186174400
2019-04-04,97.395,98.185,96.57,97.845,95.272,152914400
2019-04-05,98.225,98.55,97.965,98.5,95.909,148212800
2019-04-08,98.21,100.115,98.17,100.05,97.419,207053600
2019-04-09,100.16,101.425,99.615,99.75,97.127,286145600
2019-04-10,99.34,100.37,99.09,100.31,97.672,173562400
2019-04-11,100.425,100.5,99.22,99.475,96.859,167206400
2019-04-12,99.6,100.07,98.105,99.435,96.82,222085600
2019-04-15,99.29,99.925,99.005,99.615,96.995,140292800
2019-04-16,99.73,100.685,99.28,99.625,97.005,205571200
2019-04-17,99.77,101.69,99.305,101.565,98.894,231254400
2019-04-18,101.56,102.075,101.26,101.93,99.249,193566400
2019-04-22,101.415,102.47,101.17,102.265,99.575,155516000
2019-04-23,102.215,103.875,101.95,103.74,101.012,186584000
2019-04-24,103.68,104.24,103.525,103.58,100.856,140324800
2019-04-25,103.415,103.88,102.56,102.64,99.941,148345600
2019-04-26,102.45,102.5,101.06,102.15,99.463,149192800
2019-04-29,102.2,102.985,101.93,102.305,99.614,177637600
2019-04-30,101.53,101.7,99.555,100.335,97.696,372279200
2019-05-01,104.94,107.655,104.615,105.26,102.492,518618400
2019-05-02,104.92,106.325,104.065,104.575,101.825,255970400
2019-05-03,105.445,105.92,105.115,105.875,103.091,167139200
2019-05-06,102.145,104.42,101.75,104.24,101.499,259544800
2019-05-07,102.94,103.71,100.415,101.43,98.762,310109600
2019-05-08,100.95,102.67,100.875,101.45,98.782,210716000
2019-05-09,100.2,100.84,98.33,100.36,97.721,279268800
2019-05-10,98.71,99.425,96.385,98.59,96.367,329669600
2019-05-13,93.855,94.74,91.425,92.86,90.766,459444800
2019-05-14,93.205,94.85,92.705,94.33,92.203,292237600
2019-05-15,93.135,95.875,93.01,95.46,93.307,212357600
2019-05-16,94.955,96.235,94.42,95.04,92.897,264251200
2019-05-17,93.465,95.45,93.38,94.5,92.369,263032800
2019-05-20,91.76,92.175,90.14,91.545,89.481,308898400
2019-05-21,92.61,94.0,92.35,93.3,91.196,226918400
2019-05-22,92.33,92.855,91.275,91.39,89.329,237988800
2019-05-23,89.9,90.27,88.905,89.83,87.804,292237600
2019-05-24,90.1,91.07,89.31,89.485,87.467,189717600
2019-05-28,89.46,90.295,88.955,89.115,87.105,223585600
2019-05-29,88.21,89.675,88.0,88.69,86.69,227849600
2019-05-30,88.975,89.615,88.335,89.15,87.14,169747200
2019-05-31,88.115,88.995,87.495,87.535,85.561,216348800
2019-06-03,87.8,88.96,85.135,86.65,84.696,323168800
2019-06-04,87.72,89.915,87.26,89.82,87.795,247744000
2019-06-05,92.14,92.495,90.57,91.27,89.212,238187200
2019-06-06,91.54,92.735,91.075,92.61,90.522,180210400
2019-06-07,93.255,95.96,92.885,95.075,92.931,245475200
2019-06-10,95.905,97.685,95.81,96.29,94.119,209767200
2019-06-11,97.43,98.0,96.8,97.405,95.209,215463200
2019-06-12,96.975,97.985,96.695,97.095,94.906,146025600
2019-06-13,97.35,98.395,96.8,97.075,94.886,173396800
2019-06-14,95.775,96.795,95.15,96.37,94.197,150092000
2019-06-17,96.45,97.48,96.085,96.945,94.759,117352800
2019-06-18,98.025,100.145,97.605,99.225,96.987,212408000
2019-06-19,99.84,99.94,98.655,98.935,96.704,168993600
2019-06-20,100.185,100.305,99.015,99.73,97.481,172112000
2019-06-21,99.4,100.425,99.075,99.39,97.149,382404800
2019-06-24,99.27,100.08,99.085,99.29,97.051,145763200
2019-06-25,99.215,99.63,97.645,97.785,95.58,168562400
2019-06-26,98.885,100.495,98.675,99.9,97.647,208540000
2019-06-27,100.145,100.785,99.785,99.87,97.618,167197600
2019-06-28,99.34,99.75,98.525,98.96,96.728,248884800
2019-07-01,101.585,102.245,100.325,100.775,98.503,218024000
2019-07-02,100.705,101.565,100.68,101.365,99.079,135481600
2019-07-03,101.64,102.22,101.345,102.205,99.9,90896000
2019-07-05,101.675,102.54,101.45,102.115,99.812,138124000
2019-07-08,100.405,100.7,99.205,100.01,97.755,202708800
2019-07-09,99.6,100.755,99.405,100.62,98.351,164624000
2019-07-10,100.925,101.865,100.78,101.615,99.324,143176800
2019-07-11,101.655,102.195,100.855,100.875,98.6,161534400
2019-07-12,101.225,102.0,101.1,101.65,99.358,140761600
2019-07-15,102.045,102.935,102.0,102.605,100.291,135579200
2019-07-16,102.295,103.055,101.75,102.25,99.944,134934400
2019-07-17,102.025,102.545,101.635,101.675,99.382,112860000
2019-07-18,102.0,102.94,101.85,102.83,100.511,148324800
2019-07-19,102.895,103.25,101.18,101.295,99.011,167434400
2019-07-22,101.825,103.615,101.805,103.61,101.274,178223200
2019-07-23,104.23,104.455,103.645,104.42,102.065,146841600
2019-07-24,103.835,104.575,103.585,104.335,101.982,119932800
2019-07-25,104.445,104.62,103.365,103.51,101.176,111276800
2019-07-26,103.74,104.865,103.57,103.87,101.528,140951200
2019-07-29,104.23,105.32,104.22,104.84,102.476,173387200
2019-07-30,104.38,105.08,103.655,104.39,102.036,271485600
2019-07-31,108.21,110.685,105.65,106.52,104.118,554251200
2019-08-01,106.95,109.015,103.37,104.215,101.865,432143200
2019-08-02,102.765,103.215,100.815,102.01,99.71,326896800
2019-08-05,98.995,99.325,96.29,96.67,94.49,419144000
2019-08-06,98.155,99.035,97.02,98.5,96.279,286598400
2019-08-07,97.705,99.78,96.91,99.52,97.276,266915200
2019-08-08,100.1,101.765,99.695,101.715,99.421,216076000
2019-08-09,100.65,101.38,99.645,100.495,98.602,196957600
2019-08-12,99.81,101.025,99.575,100.24,98.352,179855200
2019-08-13,100.51,106.07,100.24,104.485,102.517,377748000
2019-08-14,101.58,103.22,101.295,101.375,99.465,292379200
2019-08-15,101.73,102.57,99.835,100.87,98.97,217819200
2019-08-16,102.14,103.58,101.92,103.25,101.305,220963200
2019-08-19,105.31,106.365,105.015,105.175,103.194,195308800
2019-08-20,105.44,106.675,105.16,105.18,103.199,215074400
2019-08-21,106.495,106.825,105.8,106.32,104.317,172283200
2019-08-22,106.595,107.22,105.375,106.23,104.229,178029600
2019-08-23,104.715,106.025,100.5,101.32,99.412,374544000
2019-08-26,102.93,103.595,102.53,103.245,101.3,208348800
2019-08-27,103.93,104.275,101.765,102.08,100.157,206986400
2019-08-28,102.05,102.86,101.66,102.765,100.829,127510400
2019-08-29,104.25,104.66,103.33,104.505,102.537,167924000
2019-08-30,105.08,105.225,103.6,104.37,102.404,169147200
2019-09-03,103.215,103.49,102.11,102.85,100.913,160184000
2019-09-04,104.195,104.74,103.66,104.595,102.625,153504800
2019-09-05,106.0,106.985,105.755,106.64,104.631,191309600
2019-09-06,107.025,107.21,106.255,106.63,104.621,154898400
2019-09-09,107.42,108.22,105.535,107.085,105.068,218475200
2019-09-10,106.93,108.39,105.855,108.35,106.309,254223200
2019-09-11,109.035,111.855,108.865,111.795,109.689,354316800
2019-09-12,112.4,113.21,111.43,111.545,109.444,257813600
2019-09-13,110.0,110.395,108.51,109.375,107.315,318106400
2019-09-16,108.865,110.065,108.78,109.95,107.879,169264800
2019-09-17,109.98,110.41,109.56,110.35,108.271,146549600
2019-09-18,110.53,111.425,109.72,111.385,109.287,202720000
2019-09-19,111.005,111.88,110.185,110.48,108.399,176484800
2019-09-20,110.69,111.28,108.735,108.865,106.814,443304800
2019-09-23,109.475,109.92,108.825,109.36,107.3,153324000
2019-09-24,110.515,111.245,108.595,108.84,106.79,249526400
2019-09-25,109.275,110.75,108.57,110.515,108.433,175227200
2019-09-26,110.0,110.47,109.415,109.945,107.874,150668000
2019-09-27,110.27,110.48,108.64,109.41,107.349,202816000
2019-09-30,110.45,112.29,110.395,111.985,109.876,207819200
2019-10-01,112.535,114.11,112.1,112.295,110.18,278446400
2019-10-02,111.53,111.79,108.965,109.48,107.418,276898400
2019-10-03,109.215,110.48,107.565,110.41,108.33,228852000
2019-10-04,112.82,113.745,111.945,113.505,111.367,276957600
2019-10-07,113.135,114.965,112.92,113.53,111.392,244612000
2019-10-08,112.91,114.03,112.165,112.2,110.087,223640000
2019-10-09,113.515,113.895,112.82,113.515,111.377,149540800
2019-10-10,113.965,115.22,113.65,115.045,112.878,226027200
2019-10-11,116.475,118.82,116.155,118.105,115.88,333591200
2019-10-14,117.45,119.065,117.335,117.935,115.714,192855200
2019-10-15,118.195,118.825,117.44,117.66,115.444,174720000
2019-10-16,116.685,117.62,116.6,117.185,114.978,147806400
2019-10-17,117.545,118.075,116.76,117.64,115.424,135170400
2019-10-18,117.295,118.79,117.145,118.205,115.978,194867200
2019-10-21,118.76,120.495,118.66,120.255,117.99,174494400
2019-10-22,120.58,121.1,119.81,119.98,117.72,164587200
2019-10-23,121.05,121.62,120.61,121.59,119.3,151657600
2019-10-24,122.255,122.4,120.905,121.79,119.496,138550400
2019-10-25,121.58,123.365,121.44,123.29,120.968,146954400
2019-10-28,123.71,124.625,123.36,124.525,122.179,193145600
2019-10-29,124.485,124.875,121.285,121.645,119.354,285679200
2019-10-30,122.38,122.65,120.605,121.63,119.339,249044000
2019-10-31,123.62,124.585,118.63,124.38,122.037,278324000
2019-11-01,124.77,127.965,124.58,127.91,125.501,302250400
2019-11-04,128.665,128.925,127.69,128.75,126.325,206544000
2019-11-05,128.525,129.095,128.16,128.565,126.143,159795200
2019-11-06,128.385,128.745,127.685,128.62,126.197,151728800
2019-11-07,129.37,130.175,129.055,129.715,127.654,189880800
2019-11-08,129.345,130.22,128.425,130.07,128.003,139972800
2019-11-11,129.15,131.235,129.14,131.1,129.017,163642400
2019-11-12,130.775,131.395,130.46,130.98,128.899,174777600
2019-11-13,130.565,132.39,130.535,132.235,130.134,205468800
2019-11-14,131.875,132.44,131.05,131.32,129.233,178365600
2019-11-15,131.84,132.89,131.505,132.88,130.768,200412800
2019-11-18,132.9,133.715,132.115,133.55,131.428,173406400
2019-11-19,133.95,134.0,132.695,133.145,131.029,152334400
2019-11-20,132.77,133.04,130.2,131.595,129.504,212468800
2019-11-21,131.845,132.005,130.59,131.005,128.923,242790400
2019-11-22,131.295,131.59,130.42,130.89,128.81,130650400
2019-11-25,131.355,133.22,131.26,133.185,131.069,168040800
2019-11-26,133.47,133.58,131.25,132.145,130.045,210415200
2019-11-27,132.79,133.99,132.655,133.92,131.792,130471200
2019-11-29,133.3,134.0,132.95,133.625,131.502,93235200
2019-12-02,133.635,134.125,131.725,132.08,129.981,188974400
2019-12-03,129.155,129.765,128.145,129.725,127.664,228860800
2019-12-04,130.535,131.655,130.34,130.87,128.79,134363200
2019-12-05,131.895,132.945,131.365,132.79,130.68,148848800
2019-12-06,133.74,135.5,133.65,135.355,133.204,212151200
2019-12-09,135.0,135.4,132.455,133.46,131.339,256084800
2019-12-10,134.3,135.035,132.93,134.24,132.107,180840800
2019-12-11,134.405,135.55,134.25,135.385,133.234,157513600
2019-12-12,133.89,136.28,133.66,135.73,133.573,274620800
2019-12-13,135.73,137.65,135.465,137.575,135.389,267175200
2019-12-16,138.5,140.395,138.49,139.93,137.706,256372000
2019-12-17,139.785,140.885,139.4,140.205,137.977,228316800
2019-12-18,139.9,140.95,139.56,139.87,137.647,232056800
2019-12-19,139.75,140.59,139.475,140.01,137.785,196738400
2019-12-20,141.115,141.325,139.28,139.72,137.5,551956000
2019-12-23,140.265,142.125,140.185,142.0,139.744,197144000
2019-12-24,142.345,142.445,141.46,142.135,139.876,96957600
2019-12-26,142.41,144.99,142.35,144.955,142.652,186242400
2019-12-27,145.56,146.985,144.06,144.9,142.597,292532000
2019-12-30,144.73,146.345,142.61,145.76,143.444,288228800
2019-12-31,144.965,146.84,144.76,146.825,144.492,201611200
2020-01-02,148.12,150.3,147.595,150.175,147.789,270960800
2020-01-03,148.575,150.29,148.25,148.715,146.352,292645600
2020-01-06,146.895,149.98,146.375,149.9,147.518,236774400
2020-01-07,149.92,150.45,148.74,149.195,146.824,217744000
2020-01-08,148.58,152.22,148.58,151.595,149.186,264158400
2020-01-09,153.62,155.215,153.1,154.815,152.355,340216800
2020-01-10,155.3,156.335,154.125,155.165,152.699,281289600
2020-01-13,155.82,158.535,155.575,158.48,155.962,243064000
2020-01-14,158.35,158.785,156.085,156.34,153.856,323908800
2020-01-15,155.925,157.75,154.775,155.67,153.196,243847200
2020-01-16,156.795,157.85,156.045,157.62,155.115,217658400
2020-01-17,158.135,159.37,157.5,159.365,156.833,275632800
2020-01-21,158.595,159.51,158.0,158.285,155.77,221686400
2020-01-22,159.29,159.995,158.655,158.85,156.326,203664800
2020-01-23,158.96,159.78,157.825,159.615,157.079,208944000
2020-01-24,160.125,161.665,158.76,159.155,156.626,293075200
2020-01-27,155.03,155.885,152.44,154.475,152.02,323880000
2020-01-28,156.3,159.2,156.095,158.845,156.321,324468000
2020-01-29,162.225,163.925,160.69,162.17,159.593,432458400
2020-01-30,160.27,162.045,159.375,161.935,159.362,253486400
2020-01-31,160.465,161.34,154.145,154.755,152.296,399176800
2020-02-03,152.15,156.745,151.11,154.33,151.878,347576800
2020-02-04,157.655,159.82,156.815,159.425,156.892,273232800
2020-02-05,161.76,162.38,159.475,160.725,158.171,237653600
2020-02-06,161.285,162.61,160.13,162.605,160.021,210851200
2020-02-07,161.185,161.7,159.0,160.015,157.846,235368000
2020-02-10,157.09,160.775,156.925,160.775,158.596,218697600
2020-02-11,161.8,161.95,159.355,159.805,157.639,188646400
2020-02-12,160.735,163.61,160.735,163.6,161.382,227460800
2020-02-13,162.095,163.11,161.675,162.435,160.233,189495200
2020-02-14,162.37,162.99,161.425,162.475,160.273,160227200
2020-02-18,157.68,159.875,157.305,159.5,157.338,305062400
2020-02-19,160.0,162.285,160.0,161.81,159.617,187968000
2020-02-20,161.315,162.325,159.105,160.15,157.979,201132000
2020-02-21,159.31,160.225,155.25,156.525,154.403,259108000
2020-02-24,148.63,152.09,144.615,149.09,147.069,444390400
2020-02-25,150.475,151.265,143.065,144.04,142.088,461347200
2020-02-26,143.265,148.94,143.25,146.325,144.342,396109600
2020-02-27,140.55,143.0,136.48,136.76,134.906,641211200
2020-02-28,128.63,139.205,128.185,136.68,134.827,853020000
2020-03-02,141.14,150.72,138.86,149.405,147.38,682794400
2020-03-03,151.835,152.0,142.9,144.66,142.699,638951200
2020-03-04,148.22,151.7,146.565,151.37,149.318,438356800
2020-03-05,147.76,149.775,145.705,146.46,144.475,375145600
2020-03-06,141.0,145.41,140.615,144.515,142.556,452353600
2020-03-09,131.875,139.045,131.5,133.085,131.281,573489600
2020-03-10,138.57,143.22,134.685,142.67,140.736,570580000
2020-03-11,138.695,140.61,135.93,137.715,135.848,511197600
2020-03-12,127.97,135.0,124.0,124.115,122.433,836948000
2020-03-13,132.445,139.96,126.475,138.985,137.101,741464000
2020-03-16,120.975,129.54,120.0,121.105,119.463,644847200
2020-03-17,123.755,128.805,119.2,126.43,124.716,648112000
2020-03-18,119.885,125.0,118.56,123.335,121.663,600467200
2020-03-19,123.695,126.42,121.305,122.39,120.731,543714400
2020-03-20,123.59,125.915,114.0,114.62,113.066,803386400
2020-03-23,114.04,114.25,106.305,112.185,110.664,673505600
2020-03-24,118.18,123.845,117.15,123.44,121.767,575062400
2020-03-25,125.375,129.125,122.15,122.76,121.096,607204000
2020-03-26,123.26,129.34,123.18,129.22,127.468,504174400
2020-03-27,126.375,127.935,123.525,123.87,122.191,408433600
2020-03-30,125.37,127.76,124.7,127.405,125.678,335952800
2020-03-31,127.8,131.245,126.0,127.145,125.422,394004000
2020-04-01,123.25,124.36,119.565,120.455,118.822,352436800
2020-04-02,120.17,122.575,118.45,122.465,120.805,331868000
2020-04-03,121.4,122.85,119.485,120.705,119.069,259760000
2020-04-06,125.45,131.555,124.69,131.235,129.456,403640800
2020-04-07,135.4,135.85,129.5,129.715,127.957,405774400
2020-04-08,131.37,133.685,130.615,133.035,131.232,337790400
2020-04-09,134.35,135.035,132.35,133.995,132.179,323669600
2020-04-13,134.155,136.85,132.915,136.625,134.773,262045600
2020-04-14,140.0,144.125,139.025,143.525,141.58,389989600
2020-04-15,141.2,143.165,140.315,142.215,140.287,262308800
2020-04-16,143.69,144.1,141.175,143.345,141.402,314250400
2020-04-17,142.345,143.475,138.43,141.4,139.483,430500000
2020-04-20,138.975,140.84,138.425,138.465,136.588,260030400
2020-04-21,138.14,138.625,132.715,134.185,132.366,361983200
2020-04-22,136.805,138.95,136.1,138.05,136.179,233724800
2020-04-23,137.935,140.875,137.435,137.515,135.651,249628800
2020-04-24,138.6,141.505,138.5,141.485,139.567,252322400
2020-04-27,140.9,142.27,139.975,141.585,139.666,234175200
2020-04-28,142.54,142.915,139.1,139.29,137.402,224009600
2020-04-29,142.365,144.835,141.945,143.865,141.915,274561600
2020-04-30,144.98,147.265,144.175,146.9,144.909,366128000
2020-05-01,143.125,149.5,142.925,144.535,142.576,481233600
2020-05-04,144.585,146.845,143.16,146.58,144.593,267136000
2020-05-05,147.53,150.5,147.23,148.78,146.763,295502400
2020-05-06,150.23,151.62,149.435,150.315,148.278,284667200
2020-05-07,151.61,152.585,150.985,151.87,149.811,230430400
2020-05-08,152.82,155.175,152.145,155.065,153.377,267676800
2020-05-11,154.05,158.525,153.62,157.505,155.791,291892800
